date,equity,cash,returns,drawdown
2018-03-09,103141.9096026392140,565.9731816392140,0.018254051368138378367882270,-0.0491639408927431924538283639
2018-03-12,102347.3869666392140,565.9731816392140,-0.0077031988166686959404352985,-0.0564884200981041393234704932
2018-03-13,101948.2845316392140,565.9731816392140,-0.0038994882705709916532019420,-0.0601676324370794872197635341
2018-03-14,101736.3305516392140,565.9731816392140,-0.0020790342963958455719084946,-0.0621215761621057053847916107
2018-03-15,101092.6427176392140,565.9731816392140,-0.0063270203526092150731665841,-0.0680555520380011142082464816
2018-03-16,101037.7171196392140,565.9731816392140,-0.0005433194397085068202754734,-0.0685618955733072811336924194
2018-03-19,99722.4298196392140,565.9731816392140,-0.0130177852142340311286746404,-0.0806871567570872550671412436
2018-03-20,100947.4366136392140,565.9731816392140,0.012284165119277395028045894,-0.0693941659944189386699421575
2018-03-21,100686.8019856392140,565.9731816392140,-0.0025818845603533148454216937,-0.0717968828290126682224088552
2018-03-22,96876.6751296392140,565.9731816392140,-0.0378413732570772469592490318,-0.1069213634442626066037901105
2018-03-23,94994.6396886392140,565.9731816392140,-0.0194271266894893178951092486,-0.1242713152603073029137194030
2018-03-26,97990.1501686392140,565.9731816392140,0.031533468517995178918191953,-0.0966565523497628781847854467
2018-03-27,94759.6746656392140,565.9731816392140,-0.0329673492431679320418293581,-0.1264373912749756334010678352
2018-03-28,93997.9301826392140,565.9731816392140,-0.0080386987997566016251519850,-0.1334596979692457325875257679
2018-03-29,95862.2942686392140,565.9731816392140,0.019834097222965612889538926,-0.1162726533711497659287295172
2018-04-02,93603.4385466392140,565.9731816392140,-0.0235635474743584492922385211,-0.1370964046578275037192348491
2018-04-03,94007.0729790591610,983.4221220591610,0.004312175265001942583659122,-0.1333754131179117420069859202
2018-04-04,94922.4050420591610,983.4221220591610,0.009736842494860973397748933,-0.1249372260132668893739604687
2018-04-05,96640.0764610591610,983.4221220591610,0.018095532011003272681181641,-0.1091024995749526384798401854
2018-04-06,93338.6691450591610,983.4221220591610,-0.0341618864232820895909091473,-0.1395372387992590135799245891
2018-04-09,94724.9395390591610,983.4221220591610,0.014852047995730198151932570,-0.1267576045713670763020144084
2018-04-10,96775.4190830591610,983.4221220591610,0.021646670390900584487445158,-0.1078548142661629880793196167
2018-04-11,96508.3425940591610,983.4221220591610,-0.0027597554371815949339626059,-0.1103169167932473286539279411
2018-04-12,97607.4629150591610,983.4221220591610,0.011388863298825933865445263,-0.1001844377793276436215369919
2018-04-13,96860.1591620591610,983.4221220591610,-0.0076562153208543628771298336,-0.1070736194727447375497673325
2018-04-16,96759.1290170591610,983.4221220591610,-0.0010430516104249212633941516,-0.1080049877719445872058786285
2018-04-17,99618.2266950591610,983.4221220591610,0.029548609077453823715400061,-0.0816477758565791345507636132
2018-04-18,99885.9186940591610,983.4221220591610,0.002687178921779350629784954,-0.0791799991170917483360462593
2018-04-19,98300.7341950591610,983.4221220591610,-0.0158699496357966702640376942,-0.0937933661547377477355136864
2018-04-20,96857.2132480591610,983.4221220591610,-0.0146847422740058735729397727,-0.1071007770197498321767208368
2018-04-23,96563.9471630591610,983.4221220591610,-0.0030278187361112881150126988,-0.1098043140165486444642450813
2018-04-24,94084.8780650591610,983.4221220591610,-0.0256728227338699304049102598,-0.1326581500612575321800000259
2018-04-25,94083.5039530591610,983.4221220591610,-0.0000146050250397285876751763,-0.1326708176106938920289407396
2018-04-26,96835.8264210591610,983.4221220591610,0.029254038724718513054921690,-0.1072979361219986849624043750
2018-04-27,96729.0304340591610,983.4221220591610,-0.0011028561530071764298381744,-0.1082824580859487441677634927
2018-04-30,96088.0443320591610,983.4221220591610,-0.0066266155995119230763126919,-0.1141915274595548233242055637
2018-05-01,97763.6074350591610,983.4221220591610,0.017437789629786013812902213,-0.0987449856631124594443227219
2018-05-02,96684.8718121729550,1664.3243331729550,-0.0110341225246088752849765544,-0.1086895439172238050833140051
2018-05-03,97193.1500631729550,1664.3243331729550,0.005257060814926850172103472,-0.1040038706446164631590675239
2018-05-04,97894.6711801729550,1664.3243331729550,0.007217804099815984834358278,-0.0975367461087359223859422130
2018-05-07,98582.5113101729550,1664.3243331729550,0.007026328621442995701712293,-0.0911957427181191566331062732
2018-05-08,98667.2005421729550,1664.3243331729550,0.000859069533474754606845670,-0.0904150166687961403997678991
2018-05-09,100390.1031051729550,1664.3243331729550,0.017461755816854114125948300,-0.0745320657951893389670982683
2018-05-10,101414.9348561729550,1664.3243331729550,0.010208493858466730876904291,-0.0650844320726516367594127566
2018-05-11,101841.1519971729550,1664.3243331729550,0.004202705859886048981164307,-0.0611552569368246763204508035
2018-05-14,102587.9133971729550,1664.3243331729550,0.007332609513497349451252133,-0.0542710750421426622642778664
2018-05-15,103043.1418751729550,1664.3243331729550,0.004437447482117760509174014,-0.0500744526053224817450836329
2018-05-16,104607.4206871729550,1664.3243331729550,0.015180814400001275215827631,-0.0356538091765042674325100274
2018-05-17,103456.4298451729550,1664.3243331729550,-0.0110029559512993078809401715,-0.0462644678359384678086547025
2018-05-18,104017.1687151729550,1664.3243331729550,0.005420048525153729902589527,-0.0410951749714459383726360099
2018-05-21,105685.6805301729550,1664.3243331729550,0.016040734771091828931422245,-0.0257136370024426849630186687
2018-05-22,104905.3304911729550,1664.3243331729550,-0.0073836875070053821446233146,-0.0329074630491534597316838670
2018-05-23,106735.2114331729550,1664.3243331729550,0.017443164550670488554737199,-0.0160383087913944637905881234
2018-05-24,108241.1426731729550,1664.3243331729550,0.014109038805276226685014257,-0.0021555551072270244541281232
2018-05-25,108407.6321901729550,1664.3243331729550,0.001538135249576071073355949,-0.0006207353929437829946747514
2018-05-29,108449.2437501729550,1664.3243331729550,0.000383843454185987164262048,-0.0002371302039751588681206961
2018-05-30,108441.9776541729550,1664.3243331729550,-0.0000669999692827587100653498,-0.0003041142855415352282345182
2018-05-31,106138.2254031729550,1664.3243331729550,-0.0212441003090775827933707289,-0.0215417539602316501847949995
2018-06-01,108551.7935271729550,1664.3243331729550,0.022739857528537946097556836,0
2018-06-04,104765.5975240792575,772.5350270792575,-0.0348791657886880284256790349,-0.0348791657886880284256790349
2018-06-05,106455.0659840792575,772.5350270792575,0.016126175957825216971832929,-0.0193154573956333521599902237
2018-06-06,107542.3650550792575,772.5350270792575,0.010213690264046330427042698,-0.0092990492307344037914073656
2018-06-07,105666.6348330792575,772.5350270792575,-0.0174417795353423716664092998,-0.0265786367995060109097661214
2018-06-08,106311.2794900792575,772.5350270792575,0.006100739916799092132644261,-0.0206400462331637703665238968
2018-06-11,106832.3733490792575,772.5350270792575,0.004901585810079798453215452,-0.0158396293808198384453067988
2018-06-12,107679.3284780792575,772.5350270792575,0.007927888358639554119266926,-0.0080373158355536509719640260
2018-06-13,107833.5211490792575,772.5350270792575,0.001431961669703295586872424,-0.0066168632940541675294339042
2018-06-14,108406.3079890792575,772.5350270792575,0.005311769790101960073071053,-0.0013402407585027989259342599
2018-06-15,108608.2509350792575,772.5350270792575,0.001862833904650119893327181,0
2018-06-18,109406.4855090792575,772.5350270792575,0.007349667885519543964079983,0
2018-06-19,108172.6502070792575,772.5350270792575,-0.0112775334685036415841599015,-0.0112775334685036415841599015
2018-06-20,108891.0373250792575,772.5350270792575,0.006641115999513394835472699,-0.0047113128769429740728411290
2018-06-21,107339.2018740792575,772.5350270792575,-0.0142512688750241959370289962,-0.0188954395654034919036862180
2018-06-22,106028.1519220792575,772.5350270792575,-0.0122140832902596614875741259,-0.0308787323830052473207459601
2018-06-25,104018.2009840792575,772.5350270792575,-0.0189567666847303472333786603,-0.0492501381424307365571513552
2018-06-26,105261.6233340792575,772.5350270792575,0.011953892090388246936167046,-0.0378849768888338209113273167
2018-06-27,103095.0632730792575,772.5350270792575,-0.0205826206396587042867336847,-0.0576878254212474211904508046
2018-06-28,103863.6375280792575,772.5350270792575,0.007455005415382428705716852,-0.0506628830567820281461750167
2018-06-29,104086.9516250792575,772.5350270792575,0.002150070056420155988112191,-0.0486217417481941752581902005
2018-07-02,104295.9101380792575,772.5350270792575,0.002007538022178492131003526,-0.0467118137212797262821541611
2018-07-03,102878.5378564946065,952.4956324946065,-0.0135899123916572182693446187,-0.0596669166568093415215479969
2018-07-05,103472.6928254946065,952.4956324946065,0.005775305339475056161120981,-0.0542362059796923695175943953
2018-07-06,104366.9653764946065,952.4956324946065,0.008642594742442621034237320,-0.0460623527858998728005111972
2018-07-09,105104.9893324946065,952.4956324946065,0.007071432548964548169876363,-0.0393166470577074248247052679
2018-07-10,105670.7924754946065,952.4956324946065,0.005383218690124298666009811,-0.0341450784768571972833448316
2018-07-11,104387.4162124946065,952.4956324946065,-0.0121450424751723050144467433,-0.0458754275236099799640356573
2018-07-12,105845.6047674946065,952.4956324946065,0.013969007069124705028148484,-0.0325472546258617008068843913
2018-07-13,105953.0653474946065,952.4956324946065,0.001015257839341113156658373,-0.0315650406419285250508660716
2018-07-16,106506.5122854946065,952.4956324946065,0.005223510392878755432680843,-0.0265064105668945235706565462
2018-07-17,107002.3122064946065,952.4956324946065,0.004655113667331347357732127,-0.0219746872536650229564499395
2018-07-18,107446.8131134946065,952.4956324946065,0.004154124315951189297905801,-0.0179118485203697061906130733
2018-07-19,107290.4306144946065,952.4956324946065,-0.0014554410174531216150654774,-0.0193412198987878747295541355
2018-07-20,106914.5358494946065,952.4956324946065,-0.0035035255506674961166609283,-0.0227769829913588889238959456
2018-07-23,106820.3068914946065,952.4956324946065,-0.0008813484270524981918655316,-0.0236382569602789514539927354
2018-07-24,105402.3981544946065,952.4956324946065,-0.0132737751674901683046000712,-0.0365982632195270173830520786
2018-07-25,107460.1607374946065,952.4956324946065,0.019522919962255642065186408,-0.0177898482208637657693232546
2018-07-26,107810.6321804946065,952.4956324946065,0.003261408140419008187274119,-0.0145864600362491012776151655
2018-07-27,106884.3266274946065,952.4956324946065,-0.0085919684753280736818726226,-0.0230531021067790898904138562
2018-07-30,105382.1165414946065,952.4956324946065,-0.0140545403933299977617769497,-0.0367836417453578000621009538
2018-07-31,106489.8146404946065,952.4956324946065,0.010511253098279153359621513,-0.0266590308153405292826729946
2018-08-01,105318.0334264946065,952.4956324946065,-0.0110036928691808407676170926,-0.0373693758972393351728190788
2018-08-02,106037.4110466803245,855.1590486803245,0.006830526518402933715500799,-0.0307941018918786621606851311
2018-08-03,105656.3691716803245,855.1590486803245,-0.0035934664118898170930741857,-0.0342769107329357006093680163
2018-08-06,106919.6260056803245,855.1590486803245,0.011956277164392640226024914,-0.0227304578136051844971968460
2018-08-07,107456.2539776803245,855.1590486803245,0.005018984746275585905814939,-0.0178255568883719437174460043
2018-08-08,109378.2697536803245,855.1590486803245,0.017886495246700306244982663,-0.0002578983802252881452544392
2018-08-09,109871.3709706803245,855.1590486803245,0.004508219211279014498996124,0
2018-08-10,109613.8112396803245,855.1590486803245,-0.0023441932937082489548692539,-0.0023441932937082489548692539
2018-08-13,108611.5696366803245,855.1590486803245,-0.0091433879696830338687610659,-0.0114661473946309791733257861
2018-08-14,110391.5603646803245,855.1590486803245,0.016388592246243176641373355,0
2018-08-15,107808.4097186803245,855.1590486803245,-0.0233998925050657822752707963,-0.0233998925050657822752707963
2018-08-16,107923.2757496803245,855.1590486803245,0.001065464478139841977514344,-0.0223593597811823786110655667
2018-08-17,108695.0021686803245,855.1590486803245,0.007150694913949421165266699,-0.0153685498274994235230763222
2018-08-20,110423.9056236803245,855.1590486803245,0.015906006904687021339013846,0
2018-08-21,111847.9585326803245,855.1590486803245,0.012896237467393228228137134,0
2018-08-22,112360.3040626803245,855.1590486803245,0.004580732064504335049480974,0
2018-08-23,112381.4228396803245,855.1590486803245,0.000187955854838367703482328,0
2018-08-24,113592.9760296803245,855.1590486803245,0.010780724779827376793019732,0
2018-08-27,114970.6015286803245,855.1590486803245,0.012127734893045190513579343,0
2018-08-28,115247.9288476803245,855.1590486803245,0.002412158545859382236591193,0
2018-08-29,115308.6362326803245,855.1590486803245,0.000526754672357150129453085,0
2018-08-30,114307.4811746803245,855.1590486803245,-0.0086823944043512721159806434,-0.0086823944043512721159806434
2018-08-31,114448.7714366803245,855.1590486803245,0.001236054373239889880722784,-0.0074570719426850741739429780
2018-09-04,113873.0676166803245,855.1590486803245,-0.0050302315417908407074169487,-0.0124497926859804169209698222
2018-09-05,111432.3276003235820,707.1369773235820,-0.0214338655086799353776771454,-0.0336168110126181009107491887
2018-09-06,110949.6881373235820,707.1369773235820,-0.0043312337935818051664444027,-0.0378024425383096015747989441
2018-09-07,110703.9504603235820,707.1369773235820,-0.0022148568520160951102801289,-0.0399335723914467769570522273
2018-09-10,111641.9935923235820,707.1369773235820,0.008473438645138464987135824,-0.0317985084218484315588324543
2018-09-11,112314.8879673235820,707.1369773235820,0.006027251514848152102678930,-0.0259629145150557771377250672
2018-09-12,112509.7211023235820,707.1369773235820,0.001734704441468916635841678,-0.0242732480567096055623779521
2018-09-13,111554.2461383235820,707.1369773235820,-0.0084923769665292261198517724,-0.0325594874505391807293155885
2018-09-14,111369.7956233235820,707.1369773235820,-0.0016534602795064156629587312,-0.0341591119108250422453823329
2018-09-17,108814.9937223235820,707.1369773235820,-0.0229398095480114311257887632,-0.0563153179372729380654078861
2018-09-18,110320.9733653235820,707.1369773235820,0.013839817395413272918366813,-0.0432548942586761642699341544
2018-09-19,108042.1259863235820,707.1369773235820,-0.0206565198754518432995124031,-0.0630179185511630955568739975
2018-09-20,108508.0752123235820,707.1369773235820,0.004312662507760924430060425,-0.0589770310580549038440208991
2018-09-21,108010.7061493235820,707.1369773235820,-0.0045837055170941999088768024,-0.0632904032325064615119074653
2018-09-24,108060.8707023235820,707.1369773235820,0.000464440561388868912192123,-0.0628553573015254257843932833
2018-09-25,108202.7765743235820,707.1369773235820,0.001313203114852827711668476,-0.0616246960376661486893486131
2018-09-26,108149.6583863235820,707.1369773235820,-0.0004909133543677001768227008,-0.0620853570057901082551562680
2018-09-27,108184.2915083235820,707.1369773235820,0.000320233300009939231287071,-0.0617850055045364283900659238
2018-09-28,108334.0468113235820,707.1369773235820,0.001384261068886123726046851,-0.0604862710134111492985187157
2018-10-01,108167.5758673235820,707.1369773235820,-0.0015366447474257896659469642,-0.0619299698501928079262157005
2018-10-02,105887.7854672383680,1268.1492372383680,-0.0210764675255509489773850843,-0.0817011723773378188187968841
2018-10-03,105572.1724582383680,1268.1492372383680,-0.0029806366013542753659656002,-0.0844382874739306461863058718
2018-10-04,102646.6046702383680,1268.1492372383680,-0.0277115429177824228016586075,-0.1098099151644751899260385140
2018-10-05,101304.9755212383680,1268.1492372383680,-0.0130703704551174068750164591,-0.1214450293487478913740798822
2018-10-08,99398.3055052383680,1268.1492372383680,-0.0188210895485609270396270829,-0.1379803911247084244276892135
2018-10-09,99471.8742442383680,1268.1492372383680,0.000740140776304510243808043,-0.1373423752622057558324529322
2018-10-10,93372.9427222383680,1268.1492372383680,-0.0613131256281045057984207734,-0.1902346105817963676085500430
2018-10-11,92421.7087072383680,1268.1492372383680,-0.0101874695952304746431907587,-0.1984840708657642822422508828
2018-10-12,95793.1694692383680,1268.1492372383680,0.036479100085453741987272460,-0.1692454910667910486636682410
2018-10-15,94490.9687052383680,1268.1492372383680,-0.0135938790961308562423928360,-0.1805386674197946525008291880
2018-10-16,97208.3879512383680,1268.1492372383680,0.028758507646131818667859077,-0.1569721824210774478053014503
2018-10-17,97547.8507802383680,1268.1492372383680,0.003492114581411237949142916,-0.1540282326867747992117410257
2018-10-18,94957.5760762383680,1268.1492372383680,-0.0265538879973432296549655390,-0.1764920722449246894081157962
2018-10-19,92395.7872912383680,1268.1492372383680,-0.0269782453476194738079023693,-0.1987088711656108036535701018
2018-10-22,92385.2174762383680,1268.1492372383680,-0.0001143971528342862635576219,-0.1988005365893408290391888137
2018-10-23,91651.9229172383680,1268.1492372383680,-0.0079373581513579765447298810,-0.2051599436811070614856486934
2018-10-24,85900.4355612383680,1268.1492372383680,-0.0627535917734490924869347385,-0.2550390121005281547540782837
2018-10-25,85535.5984492383680,1268.1492372383680,-0.0042472091045441538638412914,-0.2582030171908649988119749647
2018-10-26,82742.3145022383680,1268.1492372383680,-0.0326563909955887162251654560,-0.2824274295008281127880694183
2018-10-29,80787.8715862383680,1268.1492372383680,-0.0236208393221478940999186391,-0.2993770958905696940194022164
2018-10-30,82591.7382382383680,1268.1492372383680,0.022328433916895957569708282,-0.2837332836754985462054589352
2018-10-31,84774.6332292383680,1268.1492372383680,0.026429943691260902496834571,-0.2648023946951176265233330147
2018-11-01,87394.8419152383680,1268.1492372383680,0.030907933024195054613568438,-0.2420789563508057313389188525
2018-11-02,85997.8951521605755,388.2284031605755,-0.0159843159214436156759130552,-0.2541938057560047088823672887
2018-11-05,87177.7687281605755,388.2284031605755,0.013719795977708384005088812,-0.2439614969320659445519860418
2018-11-06,86923.6358121605755,388.2284031605755,-0.0029151114981210660713577498,-0.2461654334653815180034899457
2018-11-07,89784.0734031605755,388.2284031605755,0.032907477514876639975588668,-0.2213586394172067818886161753
2018-11-08,88987.2484601605755,388.2284031605755,-0.0088749030067057549985488791,-0.2282690059693884733642175158
2018-11-09,87873.2054081605755,388.2284031605755,-0.0125191313505862021146463701,-0.2379304076509761553276337900
2018-11-12,86234.4415181605755,388.2284031605755,-0.0186491875696139325859223066,-0.2521423864197923276764658631
2018-11-13,87199.6468081605755,388.2284031605755,0.011192805020911884949831218,-0.2437717619675845989666000128
2018-11-14,85967.5536191605755,388.2284031605755,-0.0141295662780677066642152326,-0.2544569389782099743793119254
2018-11-15,84963.2201541605755,388.2284031605755,-0.0116827037960069701445182436,-0.2631668977272958968932255707
2018-11-16,85399.5351791605755,388.2284031605755,0.005135340023698878485989552,-0.2593830092064086704491617010
2018-11-19,82342.0377121605755,388.2284031605755,-0.0358022729349245774789152968,-0.2858987808510433502779865256
2018-11-20,80665.4175141605755,388.2284031605755,-0.0203616554142233785408294897,-0.3004390638062312188055881165
2018-11-21,80815.1139781605755,388.2284031605755,0.001855770026526190463574293,-0.2991408395891142218801587089
2018-11-23,80452.0086631605755,388.2284031605755,-0.0044930372194751262385203954,-0.3022898258824504195906275183
2018-11-26,82459.4631031605755,388.2284031605755,0.024952197879917255688188576,-0.2848804235550377996277430701
2018-11-27,83469.5990901605755,388.2284031605755,0.012250091729754212530231551,-0.2761201431458440328080765748
2018-11-28,85576.8547381605755,388.2284031605755,0.025245786142135718089110730,-0.2578452270871041947855181132
2018-11-29,85265.7241851605755,388.2284031605755,-0.0036356857698494046040860879,-0.2605434686340094264221728798
2018-11-30,85492.1342321605755,388.2284031605755,0.002655346555297349069236781,-0.2585799552806546171971177865
2018-12-03,87522.9331401605755,388.2284031605755,0.023754219335374255233192394,-0.2409681009187482981246686316
2018-12-04,83997.1155364390865,230.2664634390865,-0.0402845000415512845124419911,-0.2715453214888257327016096643
2018-12-06,84851.0279514390865,230.2664634390865,0.010165973075939271125675474,-0.2641398708400391375677326187
2018-12-07,81358.7079914390865,230.2664634390865,-0.0411582516360165052744892024,-0.2944265872049164136130489037
2018-12-10,80994.8952024390865,230.2664634390865,-0.0044717129608090869370039097,-0.2975817089797144889419684818
2018-12-11,80589.2970994390865,230.2664634390865,-0.0050076995838595243660362513,-0.3010992087633520909765162062
2018-12-12,80115.7190164390865,230.2664634390865,-0.0058764389322772263505576584,-0.3052062565827744868900345962
2018-12-13,78318.2536274390865,230.2664634390865,-0.0224358641608293484622896092,-0.3207945546298774788289675964
2018-12-14,77204.0989854390865,230.2664634390865,-0.0142259893498142538725144393,-0.3304569240620486888420972471
2018-12-17,74453.4323574390865,230.2664634390865,-0.0356285050165378340815832003,-0.3543117429018921591217778411
2018-12-18,75781.3522224390865,230.2664634390865,0.017835576184384192544039590,-0.3427955208010566093493955491
2018-12-19,73924.9875664390865,230.2664634390865,-0.0244963253037641737616908996,-0.3588946155146048419197241297
2018-12-20,72233.0112434390865,230.2664634390865,-0.0228877457906821976482965868,-0.3735680725797441368511685639
2018-12-21,69719.6506684390865,230.2664634390865,-0.0347951792640831952214735268,-0.3953648837910770928171190217
2018-12-24,68442.0264544390865,230.2664634390865,-0.0183251666029697850742304168,-0.4064449230296116018412744851
2018-12-26,72680.2785184390865,230.2664634390865,0.061924701584067589997280639,-0.3696892020145120310946812943
2018-12-27,72777.0959454390865,230.2664634390865,0.001332100385050633587945980,-0.3688495647578139904496665522
2018-12-28,72675.8585244390865,230.2664634390865,-0.0013910615652470880362500446,-0.3697275338701683665957550967
2018-12-31,73772.0998994390865,230.2664634390865,0.015083982456586477722571390,-0.3602205150481964912587163660
2019-01-02,74206.8913334390865,230.2664634390865,0.005893710963801721225569918,-0.3564498396833206285998559457
2019-01-03,71871.1892221233090,321.5140571233090,-0.0314755418175463191048497866,-0.3767059296660569078644525987
2019-01-04,75074.3241491233090,321.5140571233090,0.044567718465051008130148914,-0.3489271350184780305357633262
2019-01-07,77505.1020771233090,321.5140571233090,0.032378285859379071770283062,-0.3278465116808213981120497918
2019-01-08,78190.6012941233090,321.5140571233090,0.008844568920351560574475861,-0.3219016038283277053433731297
2019-01-09,79248.5999641233090,321.5140571233090,0.013531021024128095936171095,-0.3127262401733012647622622600
2019-01-10,79374.6114961233090,321.5140571233090,0.001590078967414525578742464,-0.3116334206229449289852685603
2019-01-11,79624.6212491233090,321.5140571233090,0.003149744588195062680682910,-0.3094652417148577027336961410
2019-01-14,79093.1581771233090,321.5140571233090,-0.0066746072215175725947913311,-0.3140742899992166049546815870
2019-01-15,80827.3810501233090,321.5140571233090,0.021926332352494200060800112,-0.2990344549126188735269682781
2019-01-16,80263.0657551233090,321.5140571233090,-0.0069817342547577086110571200,-0.3039284100701603513903852065
2019-01-17,81542.1484601233090,321.5140571233090,0.015936130684347230758995867,-0.2928357222473770708924909481
2019-01-18,81932.7808031233090,321.5140571233090,0.004790557403463946958617287,-0.2894480111811240082008813069
2019-01-22,80013.6865061233090,321.5140571233090,-0.0234227897331033025309143524,-0.3060911210096669093969851129
2019-01-23,79996.5577541233090,321.5140571233090,-0.0002140727761454806390300913,-0.3062396680097843683859993278
2019-01-24,80750.3375001233090,321.5140571233090,0.009422652263573772249190758,-0.2997026056471790713448283368
2019-01-25,82000.4245751233090,321.5140571233090,0.015480889785731125482434191,-0.2888613788679683638741826626
2019-01-28,80820.1055681233090,321.5140571233090,-0.0143940597029308135492918124,-0.2990975506376027235331048091
2019-01-29,80139.5614561233090,321.5140571233090,-0.0084204803645841444019768283,-0.3049994859499477223616882711
2019-01-30,82365.2114931233090,321.5140571233090,0.027772176395282013142700846,-0.2856978090789379953689996049
2019-01-31,83303.7600411233090,321.5140571233090,0.011394963128072094374311723,-0.2775583619510913802981036434
2019-02-01,83590.6403261233090,321.5140571233090,0.003443785548916161080150357,-0.2750704278780432289649411433
2019-02-04,83631.7218317228320,219.1571267228320,0.000491460592229539640072176,-0.2747141535612034653209872943
2019-02-05,83245.7803587228320,219.1571267228320,-0.0046147737311514529670805999,-0.2780611836329251701619025527
2019-02-06,83248.3036187228320,219.1571267228320,0.000030310965782611016604165,-0.2780393009701651290585799051
2019-02-07,83877.7351207228320,219.1571267228320,0.007560892830715155542947493,-0.2725806334968123484310935137
2019-02-08,84605.1816267228320,219.1571267228320,0.008672700865766189208564749,-0.2662719429271650599913587910
2019-02-11,85284.4450807228320,219.1571267228320,0.008028627099896826494357526,-0.2603811139641954520140149853
2019-02-12,85863.1746227228320,219.1571267228320,0.006785874510319261524541972,-0.2553621530180943591313589916
2019-02-13,85565.7872337228320,219.1571267228320,-0.0034635033040264434421594540,-0.2579412086614193265345601735
2019-02-14,86087.2358497228320,219.1571267228320,0.006094125150460707049558224,-0.2534190095180024081707341597
2019-02-15,86594.7158357228320,219.1571267228320,0.005894950406885829772107565,-0.2490179516043873306624306984
2019-02-19,86445.6494137228320,219.1571267228320,-0.0017214263083072070915897785,-0.2503107118595619745141302456
2019-02-20,86225.5477847228320,219.1571267228320,-0.0025461273122792912079503650,-0.2522195162318195630893353628
2019-02-21,86302.3425097228320,219.1571267228320,0.000890626119206937005372234,-0.2515535234015424225971311057
2019-02-22,87004.7058937228320,219.1571267228320,0.008138404631610916691152678,-0.2454623631298806638767501463
2019-02-25,86462.2752867228320,219.1571267228320,-0.0062344973346911225771456622,-0.2501665260158715609782194721
2019-02-26,86816.2405377228320,219.1571267228320,0.004093869260624870346701970,-0.2470968058061403791309592153
2019-02-27,86569.3273177228320,219.1571267228320,-0.0028440902125071041600879989,-0.2492381304117124708510941338
2019-02-28,86855.3020467228320,219.1571267228320,0.003303418634066873088925612,-0.2467580496619676381538868836
2019-03-01,87292.1046347228320,219.1571267228320,0.005029083748566402600290328,-0.2429699328107841782973093212
2019-03-04,86470.4584997234595,155.6829027234595,-0.0094126053946984362683998400,-0.2500955581051583108144923258
2019-03-05,86801.2550797234595,155.6829027234595,0.003825544419902178707270899,-0.2472267653520076415855747806
2019-03-06,86022.9675077234595,155.6829027234595,-0.0089663170340702353562761445,-0.2539763688286240857590585222
2019-03-07,85851.2182267234595,155.6829027234595,-0.0019965514556862934970517132,-0.2554658433954156708617080501
2019-03-08,85800.2323807234595,155.6829027234595,-0.0005938861096339027673993546,-0.2559080118891711263627973561
2019-03-11,86797.1538617234595,155.6829027234595,0.011619100011015541863915645,-0.2472623326619160181514802769
2019-03-12,87671.5668647234595,155.6829027234595,0.010074212852566886023861860,-0.2396790931790074754092382468
2019-03-13,87908.9816277234595,155.6829027234595,0.002708001824198364316281057,-0.2376201427763600730743203594
2019-03-14,87847.1026227234595,155.6829027234595,-0.0007038985534156784835540837,-0.2381567808550130447192192726
2019-03-15,87925.0900717234595,155.6829027234595,0.000887763473940994186578016,-0.2374804442721865009689601968
2019-03-18,88000.3693277234595,155.6829027234595,0.000856174909102648329186356,-0.2368275941608722484592909418
2019-03-19,89124.7543287234595,155.6829027234595,0.012777048660019384815745578,-0.2270765031954816510894296112
2019-03-20,89412.0087937234595,155.6829027234595,0.003223060385002627216951807,-0.2245853240922933032723370888
2019-03-21,91677.2786977234595,155.6829027234595,0.025335186341982927500791177,-0.2049400487858632543833014117
2019-03-22,90106.2029597234595,155.6829027234595,-0.0171370241385558614917842236,-0.2185650103614189614103073232
2019-03-25,90479.5453177234595,155.6829027234595,0.004143359122200279280343707,-0.2153272445686934659435702787
2019-03-26,91011.7233137234595,155.6829027234595,0.005881749229963858535588589,-0.2107119961936617596414549290
2019-03-27,89919.9679087234595,155.6829027234595,-0.0119957667567357949450286913,-0.2201801109912121874906119917
2019-03-28,90305.7052207234595,155.6829027234595,0.004289784804989662768662502,-0.2168348514807135641996342962
2019-03-29,90671.9886707234595,155.6829027234595,0.004056038863820808110750277,-0.2136583032015293432050376828
2019-04-01,91007.5724107234595,155.6829027234595,0.003701074002233223797371923,-0.2107479943906365632272547627
2019-04-02,90934.7252285264640,495.8040975264640,-0.0008004518774353318176260161,-0.2113797526402961792291615802
2019-04-03,92100.8551445264640,495.8040975264640,0.012823813049079098758993279,-0.2012666340214368226927022200
2019-04-04,91213.1675315264640,495.8040975264640,-0.0096382124965834815386695089,-0.2089649959308495977497187291
2019-04-05,91814.5349665264640,495.8040975264640,0.006592989271994598379275405,-0.2037497106352494856725999997
2019-04-08,91881.9727255264640,495.8040975264640,0.000734499815574803118249594,-0.2031648649445596928030713690
2019-04-09,91416.1613565264640,495.8040975264640,-0.0050696709613700885060856018,-0.2072045568897496711782657440
2019-04-10,92090.9706195264640,495.8040975264640,0.007381728274152953329635281,-0.2013523563517231171240411601
2019-04-11,91951.7916105264640,495.8040975264640,-0.0015113209043589909429034373,-0.2025593692307858080713524596
2019-04-12,92228.4163385264640,495.8040975264640,0.003008366918740194877628577,-0.2001603752175203897333899399
