security_id,seed_key,historical_ticker,pit_start,pit_end,pit_intervals,identity_status,market_data_status,vendor_symbol,price_start,price_end,coverage_days,expected_days,coverage_ratio,quality_status,reason,confidence,rebalance_encountered,local_listing_csv,notes
,,CF,2008-08-27,,2008-08-27→open,UNRESOLVED,available,CF,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,CFG,2016-02-01,,2016-02-01→open,UNRESOLVED,available,CFG,2014-09-24,2025-12-31,3622,3622,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,CFN,2009-09-01,2015-03-17,2009-09-01→2015-03-17,UNRESOLVED,missing,CFN,,,0,75,0.0000,not_applicable,D_unresolved_identity,low,false,false,No Security Master row and no local CSV under the PIT ticker.
,,CHD,2015-12-29,,2015-12-29→open,UNRESOLVED,available,CHD,2013-07-08,2025-12-31,3656,3656,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,CHK,2006-03-03,2018-03-19,2006-03-03→2018-03-19,UNRESOLVED,missing,CHK,,,0,1173,0.0000,not_applicable,D_unresolved_identity,low,true,false,No Security Master row and no local CSV under the PIT ticker.
,,CHRW,2007-03-02,,2007-03-02→open,UNRESOLVED,available,CHRW,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,CHTR,2016-09-08,,2016-09-08→open,UNRESOLVED,available,CHTR,2013-07-08,2025-12-31,3402,3402,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,CI,1996-01-02,,1996-01-02→open,UNRESOLVED,available,CI,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,CINF,1997-12-18,,1997-12-18→open,UNRESOLVED,available,CINF,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,CL,1996-01-02,,1996-01-02→open,UNRESOLVED,available,CL,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,CLX,1996-01-02,,1996-01-02→open,UNRESOLVED,available,CLX,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,CMA,1996-01-02,2024-06-24,1996-01-02→2024-06-24,UNRESOLVED,missing,CMA,,,0,3462,0.0000,not_applicable,D_unresolved_identity,low,true,false,No Security Master row and no local CSV under the PIT ticker.
,,CMCSA,1996-01-02,,1996-01-02→open,UNRESOLVED,available,CMCSA,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,CMCSK,2015-09-21,2015-12-14,2015-09-21→2015-12-14,UNRESOLVED,missing,CMCSK,,,0,84,0.0000,not_applicable,D_unresolved_identity,low,false,false,No Security Master row and no local CSV under the PIT ticker.
,,CME,2006-08-11,,2006-08-11→open,UNRESOLVED,available,CME,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,CMG,2011-04-28,,2011-04-28→open,UNRESOLVED,available,CMG,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,CMI,1996-01-02,,1996-01-02→open,UNRESOLVED,available,CMI,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,CMS,1999-05-03,,1999-05-03→open,UNRESOLVED,available,CMS,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,CNC,2016-03-30,,2016-03-30→open,UNRESOLVED,available,CNC,2013-07-08,2025-12-31,3564,3564,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,CNP,1996-01-02,,1996-01-02→open,UNRESOLVED,available,CNP,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,CNX,2006-06-28,2016-03-04,2006-06-28→2016-03-04,UNRESOLVED,available,CNX,2013-07-08,2025-12-31,428,428,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,COF,1998-07-01,,1998-07-01→open,UNRESOLVED,available,COF,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,COG,2008-06-23,2021-10-04,2008-06-23→2021-10-04,UNRESOLVED,missing,COG,,,0,2468,0.0000,not_applicable,D_unresolved_identity,low,true,false,No Security Master row and no local CSV under the PIT ticker.
,,COIN,2025-05-19,,2025-05-19→open,UNRESOLVED,available,COIN,2021-04-14,2025-12-31,227,227,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,COL,2001-07-02,2018-11-27,2001-07-02→2018-11-27,UNRESOLVED,available,COL,2013-07-08,2020-11-30,1426,1426,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,COO,2016-09-23,,2016-09-23→open,UNRESOLVED,available,COO,2013-07-08,2025-12-31,3387,3387,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,COP,1996-01-02,,1996-01-02→open,UNRESOLVED,available,COP,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,cencora,COR,2023-08-30,,2023-08-30→open,RESOLVED,available,COR,2013-07-08,2025-12-31,855,855,1.0000,valid,,high,true,true,Local prices cover the PIT membership interval in this window.
,,COST,1996-01-02,,1996-01-02→open,UNRESOLVED,available,COST,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,COTY,2016-10-03,2020-09-21,2016-10-03→2020-09-21,UNRESOLVED,available,COTY,2013-07-08,2025-12-31,1449,1449,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,COV,2011-03-01,2015-01-27,2011-03-01→2015-01-27,UNRESOLVED,missing,COV,,,0,26,0.0000,not_applicable,D_unresolved_identity,low,false,false,No Security Master row and no local CSV under the PIT ticker.
,corpay,CPAY,2024-03-25,,2024-03-25→open,RESOLVED,available,CPAY,2013-07-08,2025-12-31,647,647,1.0000,valid,,high,true,true,Local prices cover the PIT membership interval in this window.
,,CPB,1996-01-02,2026-06-22,1996-01-02→2026-06-22,UNRESOLVED,available,CPB,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,CPGX,2015-07-02,2016-07-01,2015-07-02→2016-07-01,UNRESOLVED,missing,CPGX,,,0,365,0.0000,not_applicable,D_unresolved_identity,low,true,false,No Security Master row and no local CSV under the PIT ticker.
,,CPRI,2016-01-04,2020-05-12,2016-01-04→2020-05-12,UNRESOLVED,available,CPRI,2013-07-08,2025-12-31,1590,1590,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,CPRT,2018-07-02,,2018-07-02→open,UNRESOLVED,available,CPRT,2013-07-08,2025-12-31,2740,2740,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,CPT,2022-04-04,,2022-04-04→open,UNRESOLVED,available,CPT,2013-07-08,2025-12-31,1368,1368,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,CRH,2025-12-22,,2025-12-22→open,UNRESOLVED,available,CRH,2013-07-08,2025-12-31,10,10,1.0000,valid,D_unresolved_identity,low,false,true,Local prices cover the PIT membership interval in this window.
,,CRL,2021-05-14,,2021-05-14→open,UNRESOLVED,available,CRL,2013-07-08,2025-12-31,1693,1693,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,CRM,2008-09-15,,2008-09-15→open,UNRESOLVED,available,CRM,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,CRWD,2024-06-24,,2024-06-24→open,UNRESOLVED,available,CRWD,2019-06-12,2025-12-31,556,556,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,CSCO,1996-01-02,,1996-01-02→open,UNRESOLVED,available,CSCO,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,CSGP,2022-09-19,,2022-09-19→open,UNRESOLVED,available,CSGP,2013-07-08,2025-12-31,1200,1200,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,CSRA,2015-11-30,2018-04-04,2015-11-30→2018-04-04,UNRESOLVED,missing,CSRA,,,0,856,0.0000,not_applicable,D_unresolved_identity,low,true,false,No Security Master row and no local CSV under the PIT ticker.
,,CSX,1996-01-02,,1996-01-02→open,UNRESOLVED,available,CSX,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,CTAS,2001-03-01,,2001-03-01→open,UNRESOLVED,available,CTAS,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,lumen-technologies,CTL,1999-03-25,2020-09-18,1999-03-25→2020-09-18,RESOLVED,available_other_ticker,LUMN,2013-07-08,2025-12-31,2087,2087,1.0000,valid,G_data_under_other_ticker,high,true,false,Vendor series stored as LUMN.
,,CTLT,2020-09-21,2024-12-23,2020-09-21→2024-12-23,UNRESOLVED,missing,CTLT,,,0,1554,0.0000,not_applicable,D_unresolved_identity,low,true,false,No Security Master row and no local CSV under the PIT ticker.
,,CTRA,2021-10-04,2026-05-07,2021-10-04→2026-05-07,UNRESOLVED,missing,CTRA,,,0,1550,0.0000,not_applicable,D_unresolved_identity,low,true,false,No Security Master row and no local CSV under the PIT ticker.
,,CTSH,2006-11-17,,2006-11-17→open,UNRESOLVED,available,CTSH,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,CTVA,2019-06-03,,2019-06-03→open,UNRESOLVED,available,CTVA,2019-05-24,2025-12-31,2404,2404,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,CTXS,1999-12-01,2022-10-03,1999-12-01→2022-10-03,UNRESOLVED,missing,CTXS,,,0,2832,0.0000,not_applicable,D_unresolved_identity,low,true,false,No Security Master row and no local CSV under the PIT ticker.
,,CVC,2010-12-20,2016-06-21,2010-12-20→2016-06-21,UNRESOLVED,missing,CVC,,,0,537,0.0000,not_applicable,D_unresolved_identity,low,true,false,No Security Master row and no local CSV under the PIT ticker.
,,CVNA,2025-12-22,,2025-12-22→open,UNRESOLVED,available,CVNA,2017-04-28,2025-12-31,10,10,1.0000,valid,D_unresolved_identity,low,false,true,Local prices cover the PIT membership interval in this window.
,,CVS,1996-01-02,,1996-01-02→open,UNRESOLVED,available,CVS,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,CVX,1996-01-02,,1996-01-02→open,UNRESOLVED,available,CVX,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,CXO,2016-02-22,2021-01-21,2016-02-22→2021-01-21,UNRESOLVED,missing,CXO,,,0,1795,0.0000,not_applicable,D_unresolved_identity,low,true,false,No Security Master row and no local CSV under the PIT ticker.
,,CZR,2021-03-22,2025-09-22,2021-03-22→2025-09-22,UNRESOLVED,available,CZR,2014-09-22,2025-12-31,1645,1645,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,D,1996-01-02,,1996-01-02→open,UNRESOLVED,available,D,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,DAL,2013-09-11,,2013-09-11→open,UNRESOLVED,available,DAL,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,DASH,2025-03-24,,2025-03-24→open,UNRESOLVED,available,DASH,2020-12-09,2025-12-31,283,283,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,DAY,2024-02-01,2026-02-09,2024-02-01→2026-02-09,UNRESOLVED,missing,DAY,,,0,700,0.0000,not_applicable,D_unresolved_identity,low,true,false,No Security Master row and no local CSV under the PIT ticker.
,,DD,1996-01-02,,1996-01-02→2017-09-01; 2019-06-03→open,UNRESOLVED,available,DD,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,DDOG,2025-07-09,,2025-07-09→open,UNRESOLVED,available,DDOG,2019-09-19,2025-12-31,176,176,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,DE,1996-01-02,,1996-01-02→open,UNRESOLVED,available,DE,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,DECK,2024-03-18,,2024-03-18→open,UNRESOLVED,available,DECK,2013-07-08,2025-12-31,654,654,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,DELL,2024-09-23,,2024-09-23→open,UNRESOLVED,available,DELL,2016-08-17,2025-12-31,465,465,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,DFS,2007-07-02,2025-05-19,2007-07-02→2025-05-19,UNRESOLVED,missing,DFS,,,0,3791,0.0000,not_applicable,D_unresolved_identity,low,true,false,No Security Master row and no local CSV under the PIT ticker.
,,DG,2012-12-03,,2012-12-03→open,UNRESOLVED,available,DG,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,DGX,2002-12-12,,2002-12-12→open,UNRESOLVED,available,DGX,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,DHI,2005-07-05,,2005-07-05→open,UNRESOLVED,available,DHI,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,DHR,1998-11-18,,1998-11-18→open,UNRESOLVED,available,DHR,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,DIS,1996-01-02,,1996-01-02→open,UNRESOLVED,available,DIS,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,DISCA,2010-03-01,2022-04-11,2010-03-01→2022-04-11,UNRESOLVED,missing,DISCA,,,0,2657,0.0000,not_applicable,D_unresolved_identity,low,true,false,No Security Master row and no local CSV under the PIT ticker.
,,DISCK,2014-08-07,2022-04-11,2014-08-07→2022-04-11,UNRESOLVED,missing,DISCK,,,0,2657,0.0000,not_applicable,D_unresolved_identity,low,true,false,No Security Master row and no local CSV under the PIT ticker.
,,DISH,2017-03-13,2023-06-20,2017-03-13→2023-06-20,UNRESOLVED,missing,DISH,,,0,2290,0.0000,not_applicable,D_unresolved_identity,low,true,false,No Security Master row and no local CSV under the PIT ticker.
,,DLR,2016-05-18,,2016-05-18→open,UNRESOLVED,available,DLR,2013-07-08,2025-12-31,3515,3515,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,DLTR,2011-12-19,,2011-12-19→open,UNRESOLVED,available,DLTR,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,DNB,2008-12-02,2017-04-05,2008-12-02→2017-04-05,UNRESOLVED,missing,DNB,,,0,825,0.0000,not_applicable,D_unresolved_identity,low,true,false,No Security Master row and no local CSV under the PIT ticker.
,,DNR,2009-04-02,2015-03-23,2009-04-02→2015-03-23,UNRESOLVED,missing,DNR,,,0,81,0.0000,not_applicable,D_unresolved_identity,low,false,false,No Security Master row and no local CSV under the PIT ticker.
,,DO,2009-02-26,2016-10-03,2009-02-26→2016-10-03,UNRESOLVED,missing,DO,,,0,641,0.0000,not_applicable,D_unresolved_identity,low,true,false,No Security Master row and no local CSV under the PIT ticker.
,,DOC,2024-03-04,,2024-03-04→open,UNRESOLVED,available,DOC,2013-07-08,2025-12-31,668,668,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,DOV,1996-01-02,,1996-01-02→open,UNRESOLVED,available,DOV,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,DOW,1996-01-02,,1996-01-02→2017-09-01; 2019-04-02→open,UNRESOLVED,partial,DOW,2019-03-20,2025-12-31,2479,4018,0.6170,partial,D_unresolved_identity,low,true,true,Local prices overlap only part of the PIT membership interval.
,,DPZ,2020-05-12,,2020-05-12→open,UNRESOLVED,available,DPZ,2013-07-08,2025-12-31,2060,2060,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,DRE,2017-07-26,2022-10-03,2017-07-26→2022-10-03,UNRESOLVED,missing,DRE,,,0,1895,0.0000,not_applicable,D_unresolved_identity,low,true,false,No Security Master row and no local CSV under the PIT ticker.
,,DRI,1996-01-02,,1996-01-02→open,UNRESOLVED,available,DRI,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,DTE,1996-01-02,,1996-01-02→open,UNRESOLVED,available,DTE,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,DTV,2006-12-04,2015-07-27,2006-12-04→2015-07-27,UNRESOLVED,missing,DTV,,,0,207,0.0000,not_applicable,D_unresolved_identity,low,false,false,No Security Master row and no local CSV under the PIT ticker.
,,DUK,1996-01-02,,1996-01-02→open,UNRESOLVED,available,DUK,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,DVA,2008-07-31,,2008-07-31→open,UNRESOLVED,available,DVA,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,DVN,2000-08-30,,2000-08-30→open,UNRESOLVED,available,DVN,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,DWDP,2017-09-01,2019-06-03,2017-09-01→2019-06-03,UNRESOLVED,missing,DWDP,,,0,640,0.0000,not_applicable,D_unresolved_identity,low,true,false,No Security Master row and no local CSV under the PIT ticker.
,,DXC,1996-01-02,2023-10-02,1996-01-02→2015-12-01; 2017-04-04→2023-10-02,UNRESOLVED,available,DXC,2013-07-08,2025-12-31,3196,3196,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,DXCM,2020-05-12,,2020-05-12→open,UNRESOLVED,available,DXCM,2013-07-08,2025-12-31,2060,2060,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,EA,2002-07-22,,2002-07-22→open,UNRESOLVED,missing,EA,,,0,4018,0.0000,not_applicable,D_unresolved_identity,low,true,false,No Security Master row and no local CSV under the PIT ticker.
,,EBAY,2002-07-22,,2002-07-22→open,UNRESOLVED,available,EBAY,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,ECL,1996-01-02,,1996-01-02→open,UNRESOLVED,available,ECL,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,ED,1996-01-02,,1996-01-02→open,UNRESOLVED,available,ED,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,EFX,1997-06-19,,1997-06-19→open,UNRESOLVED,available,EFX,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,everest-group,EG,2023-07-10,,2023-07-10→open,RESOLVED,available,EG,2013-07-08,2025-12-31,906,906,1.0000,valid,,high,true,true,Local prices cover the PIT membership interval in this window.
,,EIX,1996-01-02,,1996-01-02→open,UNRESOLVED,available,EIX,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,EL,2006-01-05,,2006-01-05→open,UNRESOLVED,available,EL,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,elevance-health,ELV,2022-06-28,,2022-06-28→open,RESOLVED,available,ELV,2013-07-08,2025-12-31,1283,1283,1.0000,valid,,high,true,true,Local prices cover the PIT membership interval in this window.
,,EMC,1996-03-28,2016-09-07,1996-03-28→2016-09-07,UNRESOLVED,missing,EMC,2023-05-15,2025-12-31,0,615,0.0000,not_applicable,D_unresolved_identity,low,true,true,No valid prices overlapping the PIT membership interval.
,,EME,2025-09-22,,2025-09-22→open,UNRESOLVED,available,EME,2013-07-08,2025-12-31,101,101,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,EMN,1996-01-02,2025-11-04,1996-01-02→2025-11-04,UNRESOLVED,available,EMN,2013-07-08,2025-12-31,3960,3960,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,EMR,1996-01-02,,1996-01-02→open,UNRESOLVED,available,EMR,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,ENDP,2015-01-27,2017-03-02,2015-01-27→2017-03-02,UNRESOLVED,missing,ENDP,,,0,765,0.0000,not_applicable,D_unresolved_identity,low,true,false,No Security Master row and no local CSV under the PIT ticker.
,,ENPH,2021-01-07,2025-09-22,2021-01-07→2025-09-22,UNRESOLVED,available,ENPH,2013-07-08,2025-12-31,1719,1719,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,EOG,2000-11-02,,2000-11-02→open,UNRESOLVED,available,EOG,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,EPAM,2021-12-14,2026-06-02,2021-12-14→2026-06-02,UNRESOLVED,available,EPAM,2013-07-08,2025-12-31,1479,1479,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,EQIX,2015-03-23,,2015-03-23→open,UNRESOLVED,available,EQIX,2013-07-08,2025-12-31,3937,3937,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,EQR,2001-12-03,,2001-12-03→open,UNRESOLVED,missing,EQR,,,0,4018,0.0000,not_applicable,D_unresolved_identity,low,true,false,No Security Master row and no local CSV under the PIT ticker.
,,EQT,2008-12-19,,2008-12-19→2018-11-13; 2022-10-03→open,UNRESOLVED,available,EQT,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,ERIE,2024-09-23,,2024-09-23→open,UNRESOLVED,available,ERIE,2013-07-08,2025-12-31,465,465,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,ES,2009-03-17,,2009-03-17→open,UNRESOLVED,available,ES,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,express-scripts,ESRX,2003-09-26,2018-12-21,2003-09-26→2018-12-21,RESOLVED,available,ESRX,2013-07-08,2018-12-21,1450,1450,1.0000,valid,F_delisted,high,true,true,Security listing ended; local series covers the PIT interval.
,,ESS,2014-04-02,,2014-04-02→open,UNRESOLVED,available,ESS,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,ESV,2012-07-31,2016-03-30,2012-07-31→2016-03-30,UNRESOLVED,missing,ESV,,,0,454,0.0000,not_applicable,D_unresolved_identity,low,true,false,No Security Master row and no local CSV under the PIT ticker.
,,ETFC,2004-04-01,2020-10-07,2004-04-01→2020-10-07,UNRESOLVED,missing,ETFC,,,0,2106,0.0000,not_applicable,D_unresolved_identity,low,true,false,No Security Master row and no local CSV under the PIT ticker.
,,ETN,1996-01-02,,1996-01-02→open,UNRESOLVED,available,ETN,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,ETR,1996-01-02,,1996-01-02→open,UNRESOLVED,available,ETR,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,ETSY,2020-09-21,2024-09-23,2020-09-21→2024-09-23,UNRESOLVED,available,ETSY,2015-04-16,2025-12-31,1463,1463,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,EVHC,2016-12-02,2018-10-11,2016-12-02→2018-10-11,UNRESOLVED,available,EVHC,2013-08-14,2018-10-10,678,678,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,EVRG,2018-06-05,,2018-06-05→open,UNRESOLVED,available,EVRG,2013-07-08,2025-12-31,2767,2767,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,EW,2011-04-01,,2011-04-01→open,UNRESOLVED,available,EW,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,EXC,1996-01-02,,1996-01-02→open,UNRESOLVED,available,EXC,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,EXE,2025-03-24,,2025-03-24→open,UNRESOLVED,available,EXE,2021-02-10,2025-12-31,283,283,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,EXPD,2007-10-10,,2007-10-10→open,UNRESOLVED,available,EXPD,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,EXPE,2007-10-02,,2007-10-02→open,UNRESOLVED,available,EXPE,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,EXR,2016-01-19,,2016-01-19→open,UNRESOLVED,available,EXR,2013-07-08,2025-12-31,3635,3635,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,F,1996-01-02,,1996-01-02→open,UNRESOLVED,available,F,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,FANG,2018-12-03,,2018-12-03→open,UNRESOLVED,available,FANG,2013-07-08,2025-12-31,2586,2586,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
