date,equity,cash,returns,drawdown
2020-10-19,91410.8339399127495,855.1999299127495,-0.0161764488041715196143184070,-0.1991054929151024002920553365
2020-10-20,91176.2476249127495,855.1999299127495,-0.0025662856894424686145637268,-0.2011608170273874527931778390
2020-10-21,89528.8985029127495,855.1999299127495,-0.0180677442306792499974633484,-0.2155940390667813989040072731
2020-10-22,89124.9853169127495,855.1999299127495,-0.0045115397682108086563347348,-0.2191329177539532285817344610
2020-10-23,90191.8107869127495,855.1999299127495,0.011969993220268778020756609,-0.2097859440735369864472148524
2020-10-26,89983.3825659127495,855.1999299127495,-0.0023109439668800163682490615,-0.2116120844786240339917426041
2020-10-27,90021.9604149127495,855.1999299127495,0.000428721925092577611718643,-0.2112740852937619852386200009
2020-10-28,86530.8166199127495,855.1999299127495,-0.0387810238625026466962496363,-0.2418616838129588288846061498
2020-10-29,86714.3039139127495,855.1999299127495,0.002120484945912036087887013,-0.2402540629265651087731883122
2020-10-30,82847.5113849127495,855.1999299127495,-0.0445923262307315614111682050,-0.2741329016050165697192936163
2020-11-02,83157.6586289127495,855.1999299127495,0.003743591555321968350214405,-0.2714155516651790494631846823
2020-11-03,84603.2318688315550,604.8269268315550,0.017383525026475432720787727,-0.2587501856736498925557033958
2020-11-04,88928.5174708315550,604.8269268315550,0.051124354311971226545225963,-0.2208542675323466843829706897
2020-11-05,91662.3355058315550,604.8269268315550,0.030741747560299641483582410,-0.1969019661121413259054714582
2020-11-06,92416.9090438315550,604.8269268315550,0.008232100282367276736450379,-0.1902907825606044797331456953
2020-11-09,86643.1419988315550,604.8269268315550,-0.0624752234708652050492132437,-0.2408775468665501005468574013
2020-11-10,84665.2506818315550,604.8269268315550,-0.0228280192912056823262562757,-0.2582068088710678763210296095
2020-11-11,87923.4648718315550,604.8269268315550,0.038483488370503167267744551,-0.2296600192269391837156986947
2020-11-12,87340.7352498315550,604.8269268315550,-0.0066276917413282215893718519,-0.2347655951555237398959228926
2020-11-13,87116.1851708315550,604.8269268315550,-0.0025709662090397054037060181,-0.2367329869523734982019272541
2020-11-16,87644.4660758315550,604.8269268315550,0.006064095942264471986620741,-0.2321044625556870625363791204
2020-11-17,87290.6399058315550,604.8269268315550,-0.0040370623023005615435510594,-0.2352045046820083275885246207
2020-11-18,86213.8588598315550,604.8269268315550,-0.0123355842867187454513649850,-0.2446387039766062255192867133
2020-11-19,87264.7727848315550,604.8269268315550,0.012189617062711456505220725,-0.2354311390340876253068842292
2020-11-20,87183.8342898315550,604.8269268315550,-0.0009275047927938775936024706,-0.2361402803170544648705511941
2020-11-23,87226.7124528315550,604.8269268315550,0.000491813228326905275402811,-0.2357646040023283105183389248
2020-11-24,86519.6194548315550,604.8269268315550,-0.0081063813838262608424229318,-0.2419597875893049267954056781
2020-11-25,87994.4637428315550,604.8269268315550,0.017046356621690383433981791,-0.2290379637949702900581320804
2020-11-27,89719.6200998315550,604.8269268315550,0.019605282919182962715828841,-0.2139230349552213041959762472
2020-11-30,90829.1003598315550,604.8269268315550,0.012366082900991719701165537,-0.2042023420389176006186424867
2020-12-01,91223.6925378315550,604.8269268315550,0.004344336522510634077203298,-0.2007451292089088448936451623
2020-12-02,90665.5465239001965,895.7701969001965,-0.0061184325957852306925501648,-0.2056353162626971699083794655
2020-12-03,90104.3106289001965,895.7701969001965,-0.0061901782597433913137236195,-0.2105525752582757565603309069
2020-12-04,90316.1049789001965,895.7701969001965,0.002350546256019728664553930,-0.2086969425697246801295036667
2020-12-07,90788.9444909001965,895.7701969001965,0.005235384233082965419789181,-0.2045541670192638724326644732
2020-12-08,91385.4809719001965,895.7701969001965,0.006570585045845433667281284,-0.1993276225243005831720788069
2020-12-09,89111.3949139001965,895.7701969001965,-0.0248845443916769536683091862,-0.2192519898447841519369520363
2020-12-10,90067.2690719001965,895.7701969001965,0.010726733196395024681260332,-0.2108771142462328382531326449
2020-12-11,90413.0226319001965,895.7701969001965,0.003838836944461887362896844,-0.2078478001586808996967423915
2020-12-14,91391.3954879001965,895.7701969001965,0.010821149736175319472839791,-0.1992758025903573105665189768
2020-12-15,92350.6976799001965,895.7701969001965,0.010496635781505352222871831,-0.1908708923287100998451182031
2020-12-16,93649.9836049001965,895.7701969001965,0.014069042872891960806249587,-0.1794872202231779067050600790
2020-12-17,94998.8826049001965,895.7701969001965,0.014403622382795798161917696,-0.1676688639830144724752686159
2020-12-18,95118.1424849001965,895.7701969001965,0.001255381923764315748814995,-0.1666239705202725308275745912
2020-12-21,94477.8297289001965,895.7701969001965,-0.0067317626193304636153984536,-0.1722340601233702026785452784
2020-12-22,95985.7418939001965,895.7701969001965,0.015960486913457737820637013,-0.1590225126725632081865336804
2020-12-23,94455.1928679001965,895.7701969001965,-0.0159455872903688516384051352,-0.1724323926059779162864154239
2020-12-24,94511.5345509001965,895.7701969001965,0.000596491111704110949681820,-0.1719387558838331448249744563
2020-12-28,93265.5911599001965,895.7701969001965,-0.0131829770505840626010604110,-0.1828550682614946596147933001
2020-12-29,93084.9493299001965,895.7701969001965,-0.0019368539646127012744349094,-0.1844377586621955588358277663
2020-12-30,93830.0589069001965,895.7701969001965,0.008004619246869593682111155,-0.1779094934481628648462649912
2020-12-31,93770.8817409001965,895.7701969001965,-0.0006306845235887212350212959,-0.1784279732076343207629395914
2021-01-04,92158.3645459001965,895.7701969001965,-0.0171963531222365138347327501,-0.1925560158957073991074192859
2021-01-05,93897.8248710653220,755.9007610653220,0.018874687433268996846584364,-0.1773157630758654559064796380
2021-01-06,93670.3499110653220,755.9007610653220,-0.0024225796530681570898760919,-0.1793087811691377673211107140
2021-01-07,96881.1768870653220,755.9007610653220,0.034277943650776343646457375,-0.1511771738153665144149878595
2021-01-08,98501.4997010653220,755.9007610653220,0.016724846518832189210539156,-0.1369807423257471466408849607
2021-01-11,97402.1848070653220,755.9007610653220,-0.0111603873782249692366608162,-0.1466123715562599606047170740
2021-01-12,99145.3405380653220,755.9007610653220,0.017896474647389589601396252,-0.1313397414994206399778187223
2021-01-13,99215.6705490653220,755.9007610653220,0.000709362745826647079449029,-0.1307235462732601839531801022
2021-01-14,99567.6644350653220,755.9007610653220,0.003547765025948474204198416,-0.1276395576728479392338573700
2021-01-15,97567.8491600653220,755.9007610653220,-0.0200849872932814667207878880,-0.1451609060721501881562710035
2021-01-19,99995.2791030653220,755.9007610653220,0.024879404064936085422749215,-0.1238930188438153614100824898
2021-01-20,99911.7408580653220,755.9007610653220,-0.0008354218894063686142871228,-0.1246249377933349709647857741
2021-01-21,99871.1967790653220,755.9007610653220,-0.0004057989446665426693343833,-0.1249801640697658447739619758
2021-01-22,100046.1024650653220,755.9007610653220,0.001751312607046510986697811,-0.1234477307996854560895033488
2021-01-25,99751.1229370653220,755.9007610653220,-0.0029484359783331155904517357,-0.1260321890470851980064021895
2021-01-26,98180.6417180653220,755.9007610653220,-0.0157439953832985246680518998,-0.1397919342278794064300345170
2021-01-27,94452.7808430653220,755.9007610653220,-0.0379694083249617873750369333,-0.1724535255216066388402263509
2021-01-28,96208.6795040653220,755.9007610653220,0.018590227257760164082870301,-0.1570692484946950846132216631
2021-01-29,94187.4428100653220,755.9007610653220,-0.0210088809494011622317404176,-0.1747782803016592901040035030
2021-02-01,96670.9154190653220,755.9007610653220,0.026367342980189756278423460,-0.1530193761836711274668749187
2021-02-02,98768.6325361470025,938.3016811470025,0.021699568148166839909682447,-0.1346402624169918370913820666
2021-02-03,98412.3136491470025,938.3016811470025,-0.0036076118282754967395574303,-0.1377621444420096772579601398
2021-02-04,100808.1881221470025,938.3016811470025,0.024345271279177638311097265,-0.1167707299412740184583229673
2021-02-05,101897.9773391470025,938.3016811470025,0.010810522808717949016772543,-0.1072225597719768561494210876
2021-02-08,104016.4374331470025,938.3016811470025,0.020790011237898569926715872,-0.0886617067566939361874322060
2021-02-09,103931.0252761470025,938.3016811470025,-0.0008211409572154952370857261,-0.0894100439551548802240829282
2021-02-10,103116.3840061470025,938.3016811470025,-0.0078382876319701491032020531,-0.0965475099454174314369749159
2021-02-11,103977.9832181470025,938.3016811470025,0.008355599551945480445330514,-0.0889986227243133326989655086
2021-02-12,105877.9922271470025,938.3016811470025,0.018273185824481316263500800,-0.0723517252709962995712200243
2021-02-16,105538.3727811470025,938.3016811470025,-0.0032076490954927830789138697,-0.0753272954203662290341221492
2021-02-17,103899.1971251470025,938.3016811470025,-0.0155315608228973611517078639,-0.0896889057728178142534983043
2021-02-18,101658.9721221470025,938.3016811470025,-0.0215615237170855125807573861,-0.1093166000209232677885108463
2021-02-19,104441.9950741470025,938.3016811470025,0.027376068180741541744950878,-0.0849331905356413736714182517
2021-02-22,99920.7415541470025,938.3016811470025,-0.0432896127347070014924135461,-0.1245460783437373781808241755
2021-02-23,98781.6056471470025,938.3016811470025,-0.0114003948457758671835395357,-0.1345265987199017044050917779
2021-02-24,101202.9124111470025,938.3016811470025,0.024511717015909144288819284,-0.1133123596229275560321867644
2021-02-25,95866.4951931470025,938.3016811470025,-0.0527298779339498526017277558,-0.1600672906655526106566395455
2021-02-26,98072.9594311470025,938.3016811470025,0.023016010270893147878909889,-0.1407353908006518605609689746
2021-03-01,101604.6546161470025,938.3016811470025,0.036010896433480812436451592,-0.1097925019498187705502130221
2021-03-02,98805.6900384373285,1361.5700814373285,-0.0275476019113878548932916261,-0.1343155837246377430946639618
2021-03-03,93733.1498994373285,1361.5700814373285,-0.0513385427198239652874934914,-0.1787585601114763010969337729
2021-03-04,88977.4213464373285,1361.5700814373285,-0.0507368903968578591662685136,-0.2204257970364580599633550720
2021-03-05,89763.4514064373285,1361.5700814373285,0.008834039558637678826881748,-0.2135390076885846916700662213
2021-03-08,84695.4693434373285,1361.5700814373285,-0.0564593048016038397127680939,-0.2579420485680667024544639819
2021-03-09,90577.2295244373285,1361.5700814373285,0.069445983670621823855854873,-0.2064091041902695802199602635
2021-03-10,90775.8301144373285,1361.5700814373285,0.002192610560542906155673970,-0.2046690684113664601683753931
2021-03-11,95988.4807944373285,1361.5700814373285,0.057423332548197325539377614,-0.1589985158408847793686581822
2021-03-12,94976.2898284373285,1361.5700814373285,-0.0105449211991139038073416070,-0.1678668102196804894188028461
2021-03-15,96877.3895724373285,1361.5700814373285,0.020016572003750584143006199,-0.1512103563097320742057903169
2021-03-16,94758.2991174373285,1361.5700814373285,-0.0218739425613394551377142805,-0.1697767322224727768947028048
2021-03-17,95747.5513084373285,1361.5700814373285,0.010439741956258465492585952,-0.1611094155407937190038558234
2021-03-18,91425.9397614373285,1361.5700814373285,-0.0451354785364539880466189894,-0.1989731435100855655651193710
2021-03-19,92686.1311194373285,1361.5700814373285,0.013783739727349653420213289,-0.1879319978056115224203141722
2021-03-22,94101.4281134373285,1361.5700814373285,0.015269781755980493567992939,-0.1755318966410881218290611852
2021-03-23,91587.3215094373285,1361.5700814373285,-0.0267169867068254947460276922,-0.1975591999987297985123698472
2021-03-24,88532.0501364373285,1361.5700814373285,-0.0333591082547946239145386672,-0.2243279095140361731509826423
2021-03-25,88785.4490904373285,1361.5700814373285,0.002862228465391744510889510,-0.2221077587768373265191169857
2021-03-26,91453.0505284373285,1361.5700814373285,0.030045480034490415790774443,-0.1987356129741817900360962931
2021-03-29,88865.3001134373285,1361.5700814373285,-0.0282959442035816939694655291,-0.2214081453617814298875366632
2021-03-30,90169.2102174373285,1361.5700814373285,0.014672882467459710500013867,-0.2099839585885533731512172305
2021-03-31,92889.4598004373285,1361.5700814373285,0.030168275583653120079888548,-0.1861505369357461356816675062
2021-04-01,95163.7781924373285,1361.5700814373285,0.024484138425243510657908852,-0.1662241340247708383801667425
2021-04-05,94288.4131425474080,623.3924615474080,-0.0091985108884578293901594977,-0.1738936304064773396578710367
2021-04-06,95714.9723225474080,623.3924615474080,0.015129740043914990625901317,-0.1613948557859049826460893977
2021-04-07,94400.3051305474080,623.3924615474080,-0.0137352303417038773725019744,-0.1729132906074233763137818087
2021-04-08,95986.4689815474080,623.3924615474080,0.016802528856304790646218835,-0.1590161423061884330694683012
2021-04-09,95814.5106075474080,623.3924615474080,-0.0017914855690030388791434856,-0.1605227527510114017605347801
2021-04-12,95420.0883265474080,623.3924615474080,-0.0041165192881435116299859424,-0.1639784770312694830117684359
2021-04-13,96663.2566235474080,623.3924615474080,0.013028370847296004058943292,-0.1530864785937116676874770250
2021-04-14,96648.6847975474080,623.3924615474080,-0.0001507483454312904579381248,-0.1532141494057870534466472559
2021-04-15,96844.1993945474080,623.3924615474080,0.002022941102711844136393072,-0.1515011515034252094111978388
2021-04-16,97380.4589765474080,623.3924615474080,0.005537343334475362227702134,-0.1468027220603926807698744618
2021-04-19,94133.3430275474080,623.3924615474080,-0.0333446359066968265297282152,-0.1752522746498737031845759261
2021-04-20,92224.3786845474080,623.3924615474080,-0.0202793641615527888079054774,-0.1919776341136612368969573359
2021-04-21,94998.8620775474080,623.3924615474080,0.030084056217826020946011845,-0.1676690438330758351163909925
2021-04-22,94635.7073785474080,623.3924615474080,-0.0038227268312283303219589044,-0.1708508177116770674314317892
2021-04-23,97000.2884455474080,623.3924615474080,0.024986140353361140243934948,-0.1501335798691464097873349214
2021-04-26,98185.8254685474080,623.3924615474080,0.012221994820824881334290984,-0.1397465168839141345389706858
2021-04-27,98969.9291075474080,623.3924615474080,0.007985914822819081158195088,-0.1328766058417156402600686714
2021-04-28,98200.1553055474080,623.3924615474080,-0.0077778554449959422229352094,-0.1396209662544530148659090762
2021-04-29,97437.1762995474080,623.3924615474080,-0.0077696313577713729425115097,-0.1463057941746114509876592339
2021-04-30,96114.3311095474080,623.3924615474080,-0.0135763908626952335634682074,-0.1578958803901151201168979624
2021-05-03,96090.7635065474080,623.3924615474080,-0.0002452038393019512872936993,-0.1581023675533354534947448849
2021-05-04,95139.7888394662545,641.8406334662545,-0.0098966293156402720230830756,-0.1664343163433752525200154510
2021-05-05,96856.4545524662545,641.8406334662545,0.018043614915906625405803224,-0.1513937781403606746616186639
2021-05-06,94715.1697664662545,641.8406334662545,-0.0221078171392293286921186250,-0.1701546093164458551456757265
2021-05-07,97256.0772644662545,641.8406334662545,0.026826827257607935976366559,-0.1478924903700559780830439184
2021-05-10,93675.2602614662545,641.8406334662545,-0.0368184395640671913175825211,-0.1792657592154538742849904540
2021-05-11,93693.4964994662545,641.8406334662545,0.000194675071615483513792011,-0.1791059827183518632778566183
2021-05-12,89024.1506064662545,641.8406334662545,-0.0498363927855611616584884922,-0.2200163793989173120398857889
2021-05-13,89046.9165904662545,641.8406334662545,0.000255728179880509823208252,-0.2198169156072843870387845317
2021-05-14,92383.2621684662545,641.8406334662545,0.037467277989468346093516986,-0.1905855791016616682215427786
2021-05-17,92660.1844114662545,641.8406334662545,0.002997536961782277998835222,-0.1881593294576193011551450502
2021-05-18,92401.9175324662545,641.8406334662545,-0.0027872476257239210649458709,-0.1904221304390546677826316226
2021-05-19,91325.1912834662545,641.8406334662545,-0.0116526396610945052646349254,-0.1998558496306449333882859867
2021-05-20,93745.1778614662545,641.8406334662545,0.026498565663974914014805899,-0.1786531773214371607066537011
2021-05-21,93389.7527514662545,641.8406334662545,-0.0037913961881349920165148452,-0.1817672285340774510687203911
2021-05-24,95052.1643384662545,641.8406334662545,0.017800792249917371242424598,-0.1672020369571384453779179302
2021-05-25,94745.0066804662545,641.8406334662545,-0.0032314641138129000918546788,-0.1698931936887679343131605092
2021-05-26,96365.1228964662545,641.8406334662545,0.017099753039903708445189549,-0.1556985723041026848868249425
2021-05-27,97708.1586684662545,641.8406334662545,0.013936948676368570580309491,-0.1439315866389202544031644142
2021-05-28,97591.0642874662545,641.8406334662545,-0.0011984094531687284646478232,-0.1449575071180513269815944102
2021-06-01,97486.6448184662545,641.8406334662545,-0.0010699695690623872648079383,-0.1458723765656902549335695014
2021-06-02,96242.1481302698030,269.5947122698030,-0.0127658172102843226633891669,-0.1567760136807072134223783548
2021-06-03,95211.6174882698030,269.5947122698030,-0.0107076853750719688384697473,-0.1658049908269281907244237800
2021-06-04,95588.5615012698030,269.5947122698030,0.003959012806881891279183946,-0.1625024021021750426574156806
2021-06-07,96154.4929972698030,269.5947122698030,0.005920493907552758172584361,-0.1575440026762309003471585817
2021-06-08,97303.7962732698030,269.5947122698030,0.011952673662713120995561990,-0.1474744010650243698836399155
2021-06-09,95581.1311362698030,269.5947122698030,-0.0177039869252586505527491737,-0.1625675031220174785818109426
2021-06-10,95136.6704062698030,269.5947122698030,-0.0046500886180802081122231940,-0.1664616384441602745191495434
2021-06-11,96353.6462052698030,269.5947122698030,0.012791868727411312715830240,-0.1557991251438764643433065668
2021-06-14,94504.8988452698030,269.5947122698030,-0.0191871032681157399276123488,-0.1719968945087745590122629532
2021-06-15,93923.7286832698030,269.5947122698030,-0.0061496300096731859675744849,-0.1770888072544059917420701884
2021-06-16,93669.9220912698030,269.5947122698030,-0.0027022627354998672226975980,-0.1793125295051881590984693822
2021-06-17,91219.0023022698030,269.5947122698030,-0.0261654940484724703069384982,-0.2007862226300760843975435680
2021-06-18,89967.6037482698030,269.5947122698030,-0.0137186169812872579732219154,-0.2117503303279818566746637531
2021-06-21,91861.1402222698030,269.5947122698030,0.021046870152262060570851131,-0.1951601418828314292258998110
2021-06-22,92514.2802952698030,269.5947122698030,0.007110080186460171054281435,-0.1894376659543591336983794445
2021-06-23,93879.3978332698030,269.5947122698030,0.014755749422068385280937213,-0.1774772112622147670308988931
2021-06-24,94650.9084362698030,269.5947122698030,0.008218103447683015679314096,-0.1707176338962909254673887621
2021-06-25,94694.8180492698030,269.5947122698030,0.000463911162876636834401089,-0.1703329205494786649098665931
2021-06-28,94119.3021942698030,269.5947122698030,-0.0060775855200498781117197982,-0.1753752931780092251597405276
2021-06-29,94027.0243822698030,269.5947122698030,-0.0009804345107609402026809630,-0.1761837836990036274338404130
2021-06-30,95066.5478162698030,269.5947122698030,0.011055581529133422608459115,-0.1670760163546657475245321796
2021-07-01,94806.4318862698030,269.5947122698030,-0.0027361457418514091431096304,-0.1693550177658028415891552834
2021-07-02,94290.1902779218765,281.2301909218765,-0.0054452171448368832041910011,-0.1738780600643372202134874310
2021-07-06,91853.1602249218765,281.2301909218765,-0.0258460614600184186594316054,-0.1952300584973840049243447326
2021-07-07,91191.8408039218765,281.2301909218765,-0.0071997459791325592287753076,-0.2010241976478442093356589016
2021-07-08,90054.3901429218765,281.2301909218765,-0.0124731626313555214097115651,-0.2109899527691004138496412869
2021-07-09,93150.1613169218765,281.2301909218765,0.034376682459198491434861942,-0.1838664049183265747872405414
2021-07-12,94419.4003739218765,281.2301909218765,0.013625731174868368798376708,-0.1727459879489648191719557514
2021-07-13,92988.1795129218765,281.2301909218765,-0.0151581227515960310752437390,-0.1852856058103847128178692035
2021-07-14,90563.3590449218765,281.2301909218765,-0.0260766527606128767527272253,-0.2065306301667403917720163672
2021-07-15,89708.2104549218765,281.2301909218765,-0.0094425449654072919404223607,-0.2140230003700643338545324826
2021-07-16,87123.2615609218765,281.2301909218765,-0.0288150759099015752914658585,-0.2366709872778376124258274307
2021-07-19,85372.2812079218765,281.2301909218765,-0.0200977364899913461071151902,-0.2520121726306928839067704362
2021-07-20,87838.9801529218765,281.2301909218765,0.028893440705800300567212408,-0.2304002306919374175284845234
2021-07-21,90322.8105559218765,281.2301909218765,0.028277086080414582849561460,-0.2086381917677461269805288023
2021-07-22,89502.0982719218765,281.2301909218765,-0.0090864343010215513963984655,-0.2158288488465861176988968435
2021-07-23,88966.0903239218765,281.2301909218765,-0.0059887752169957066822928860,-0.2205250736024966770262767901
2021-07-26,91023.6605239218765,281.2301909218765,0.023127578075067382538941698,-0.2024977063846810174395480087
2021-07-27,89890.5597929218765,281.2301909218765,-0.0124484197238168689199956835,-0.2124253496663111460742694584
2021-07-28,90620.8802159218765,281.2301909218765,0.008124550839180629668542226,-0.2060266593800251833181001822
2021-07-29,92343.0796029218765,281.2301909218765,0.019004443378794433731086098,-0.1909376379839406052953114672
2021-07-30,92486.7490069218765,281.2301909218765,0.001555822099693695725182684,-0.1896788808810856387941966035
2021-08-02,91251.0411679218765,281.2301909218765,-0.0133609176694870892041533707,-0.2005055146394800940639493709
2021-08-03,93952.1765062015965,605.6571722015965,0.029601145408401862686386234,-0.1768395621251079300242198960
2021-08-04,93300.7271532015965,605.6571722015965,-0.0069338399303288000204711880,-0.1825472248383117961722826508
2021-08-05,95195.9759762015965,605.6571722015965,0.020313333891685161440985076,-0.1659420336757677850553271324
2021-08-06,95949.8580682015965,605.6571722015965,0.007919264278444562055034343,-0.1593369082169041753862121009
2021-08-09,97271.3358532015965,605.6571722015965,0.013772587178406116729190704,-0.1477588024976530653298046133
2021-08-10,97689.6180142015965,605.6571722015965,0.004300158493055512279357560,-0.1440940302740815479198142851
2021-08-11,96865.8366922015965,605.6571722015965,-0.0084326394016633687500710199,-0.1513115766785112223030539963
2021-08-12,97282.2576272015965,605.6571722015965,0.004298945316739569444139953,-0.1476631115557022189345432584
2021-08-13,95483.6563342015965,605.6571722015965,-0.0184884822460892783191789923,-0.1634215269853915962244837095
2021-08-16,93045.3267042015965,605.6571722015965,-0.0255366177167076802114291534,-0.1847849116407927031458000964
2021-08-17,91118.2856432015965,605.6571722015965,-0.0207107775237999316911821165,-0.2016686499698451489638940076
2021-08-18,90195.2464162015965,605.6571722015965,-0.0101301206501449212426371798,-0.2097558428644436939143551262
2021-08-19,87713.6960342015965,605.6571722015965,-0.0275130949867247542278338149,-0.2314979054224184970355457275
2021-08-20,89320.9487762015965,605.6571722015965,0.018323851515426906923902231,-0.2174159871520843280622059986
2021-08-23,93323.3077812015965,605.6571722015965,0.044808738149749439638885482,-0.1823493850402019234779257067
2021-08-24,95179.1570622015965,605.6571722015965,0.019886235551691723040240823,-0.1660893923121257867635762444
2021-08-25,96538.9375502015965,605.6571722015965,0.014286536359124872581159083,-0.1541756980951330543227176332
2021-08-26,95961.8260292015965,605.6571722015965,-0.0059780181514831147265275092,-0.1592320511248858829755214493
2021-08-27,98454.1483062015965,605.6571722015965,0.025972018042274181077367050,-0.1373956107873355628613145291
2021-08-30,97279.5573702015965,605.6571722015965,-0.0119303346401099574435307499,-0.1476867698126703054958225195
2021-08-31,96882.0559762015965,605.6571722015965,-0.0040861760142194224420241049,-0.1511694716904636494705525941
2021-09-01,96343.1272752015965,605.6571722015965,-0.0055627298117247231894098531,-0.1558912865753931539309758346
2021-09-02,97022.6083679606175,831.3981669606175,0.007052719918651812274264994,-0.1499380242387158748161614769
2021-09-03,96820.2079859606175,831.3981669606175,-0.0020861156528836206525032525,-0.1517113518322726665630169997
2021-09-07,96891.2288089606175,831.3981669606175,0.000733533055519756280040584,-0.1510891040682194700275416522
2021-09-08,95135.8293419606175,831.3981669606175,-0.0181172175085229029910065840,-0.1664690074151705882653530004
2021-09-09,96425.5286989606175,831.3981669606175,0.013556400001141999661688774,-0.1551693278663417147165744483
2021-09-10,95777.6778069606175,831.3981669606175,-0.0067186656971576787791983970,-0.1608454627231127903060394359
2021-09-13,95597.9470759606175,831.3981669606175,-0.0018765409134500660912701047,-0.1624201705450201277668803451
2021-09-14,94792.4677089606175,831.3981669606175,-0.0084256973254873227380906462,-0.1694773646739410795801432804
2021-09-15,96655.3273859606175,831.3981669606175,0.019651979972918313681003777,-0.1531559504774580296879570837
2021-09-16,97529.1062839606175,831.3981669606175,0.009040152484413581931408445,-0.1455003511392559634834431332
2021-09-17,96944.4986689606175,831.3981669606175,-0.0059941861181203404908542910,-0.1506223810723957408094606846
2021-09-20,92698.1266809606175,831.3981669606175,-0.0438020934277066918517504708,-0.1878268988920657143621631655
2021-09-21,93090.0575859606175,831.3981669606175,0.004228034794585543352489593,-0.1843930027613549256925962475
2021-09-22,95330.4389409606175,831.3981669606175,0.024066816726707914783626156,-0.1647639386377918863537031359
2021-09-23,98072.5278589606175,831.3981669606175,0.028764043766736575944972848,-0.1407391720132126558032074826
2021-09-24,97318.5581829606175,831.3981669606175,-0.0076878784758591481701197242,-0.1473450648378411881790808274
2021-09-27,98307.1562769606175,831.3981669606175,0.010158371768531732955135516,-0.1386834790161906588747621213
2021-09-28,95708.5690549606175,831.3981669606175,-0.0264333474836664358221457731,-0.1614509579087783643895363984
2021-09-29,94679.9182209606175,831.3981669606175,-0.0107477401883346261557788274,-0.1704634651483516911669890736
2021-09-30,93138.6469339606175,831.3981669606175,-0.0162787560019120001950750872,-0.1839672879938732442007525666
2021-10-01,93569.2885509606175,831.3981669606175,0.004623661940304369886610576,-0.1801942286013271590891240865
2021-10-04,93171.3595964031025,484.3688864031025,-0.0042527731130582558193883666,-0.1836806765438614178077853276
2021-10-05,95163.3101734031025,484.3688864031025,0.021379430177134601124309020,-0.1662282345657851471690387236
2021-10-06,92970.0498634031025,484.3688864031025,-0.0230473310144794385330311959,-0.1854444484342744026355317935
2021-10-07,94219.3808514031025,484.3688864031025,0.013437994169472731402995527,-0.1744984556816225372491845670
2021-10-08,94509.6918414031025,484.3688864031025,0.003081223707655862050941601,-0.1719549007525622263192701352
2021-10-11,94203.7202294031025,484.3688864031025,-0.0032374628044862484216239757,-0.1746356659618129301264086032
2021-10-12,94697.2965474031025,484.3688864031025,0.005239456751793372551784875,-0.1703112052291471103835104053
2021-10-13,95370.0594684031025,484.3688864031025,0.007104351924801059949082950,-0.1644168040430309300543487039
2021-10-14,96820.3852864031025,484.3688864031025,0.015207349414314930365444449,-0.1517097984173833187780326093
2021-10-15,96435.2020214031025,484.3688864031025,-0.0039783281574494304370239246,-0.1550845752120278961186962439
2021-10-18,98273.6721404031025,484.3688864031025,0.019064305154791553427561836,-0.1389768497238796644809728974
2021-10-19,98590.5705644031025,484.3688864031025,0.003224652311223791566681095,-0.1362003494323245830331783861
2021-10-20,99204.3910604031025,484.3688864031025,0.006225955408169883302249536,-0.1308223713262975088638047163
2021-10-21,98785.1026284031025,484.3688864031025,-0.0042265108179002442931080814,-0.1344959599765637940059424080
2021-10-22,99081.8734004031025,484.3688864031025,0.003004205736530471918892728,-0.1318958077745350877925443420
2021-10-25,101490.7261264031025,484.3688864031025,0.024311739810020587246014175,-0.1107906845251614881161009047
2021-10-26,101600.6872444031025,484.3688864031025,0.001083459762254999778177325,-0.1098272620116221884868274467
2021-10-27,98650.9351584031025,484.3688864031025,-0.0290327965883173057635312566,-0.1356714660421042387368841014
2021-10-28,100808.6780874031025,484.3688864031025,0.021872503545306768546908943,-0.1167664371188003620095019249
2021-10-29,101168.2424614031025,484.3688864031025,0.003566799811502841357350569,-0.1136161198132027161616473860
2021-11-01,102165.3852994031025,484.3688864031025,0.009856283095759244294255702,-0.1048796693585640987472074587
2021-11-02,102960.9423145513920,474.0342035513920,0.007786952624089379444193584,-0.0979094097510000164951801119
2021-11-03,101920.8552765513920,474.0342035513920,-0.0101017630046787682383887954,-0.1070221151024461981173561341
2021-11-04,100559.3742765513920,474.0342035513920,-0.0133582179653591625290085706,-0.1189507083271531276937074479
2021-11-05,100936.4981315513920,474.0342035513920,0.003750260557139707557848544,-0.1156465439196965722757125407
2021-11-08,102573.6680165513920,474.0342035513920,0.016219800719322188465569360,-0.1013025070966302033339365048
2021-11-09,101511.8406515513920,474.0342035513920,-0.0103518513623658505628925034,-0.1106056899628967262815925366
2021-11-10,97515.3822695513920,474.0342035513920,-0.0393693815061260309881539728,-0.1456205938641251813234865602
2021-11-11,98262.2511135513920,474.0342035513920,0.007658984937735361060539148,-0.1390769148614192333657266535
2021-11-12,99137.4170875513920,474.0342035513920,0.008906431148098391775914735,-0.1314091626798240139779886646
2021-11-15,98983.8729625513920,474.0342035513920,-0.0015488009422759150722358642,-0.1327544369871177286043679407
2021-11-16,98891.1411565513920,474.0342035513920,-0.0009368375193308839412771280,-0.1335669051690214330264861136
